,text,symp,label
2072,Is there any breaking news from around the world that I should be aware of?,None,1
2073,"I've been feeling consistently fatigued, and it's become difficult to perform daily tasks.",symptom,0
2074,I recently saw a feel-good romantic comedy that's like a warm hug on a rainy day.,None,1
2075,"I've had a spinal cord injury, and I'm seeking specialized rehabilitation.",symptom,0
2076,I've been experiencing chest discomfort that's accompanied by a squeezing sensation.,symptom,0
2077,"I'm experiencing pain in my fingers, particularly in the joints.",symptom,0
2078,"I've been experiencing persistent fatigue and loss of energy, and it's impacting my motivation.",symptom,0
2079,I gave advice on time management to a colleague struggling with deadlines.,None,1
2080,I reminisced about family traditions during a holiday get-together.,None,1
2081,I've been feeling more stressed and overwhelmed than usual.,symptom,0
2082,I recounted my experience of going on a solo backpacking adventure.,None,1
2083,"I've been experiencing changes in my sense of taste, and I've lost interest in food.",symptom,0
2084,"I've had this constant discomfort in my lower back, and it's affecting my ability to bend forward.",symptom,0
2085,Eating a bowl of hot soup on a chilly day is so comforting.,None,1
2086,I worry too much about everything.,symptom,0
2087,"I've been experiencing recurrent genital discharge, and it's causing me distress.",symptom,0
2088,"Frequent muscle cramps, especially in my legs, have been affecting my sleep.",symptom,0
2089,"I advised my coworker on planning a wellness retreat, suggesting relaxation activities and meditation techniques.",None,1
2090,I want to know about the global response to the recent technological advancements. Any insights?,None,1
2091,"I expounded on the history of art movements in the Renaissance era, showcasing iconic artworks and artists.",None,1
2092,"I've been experiencing a burning sensation in my heel, and it's painful when I put weight on it.",symptom,0
2093,I've been experiencing persistent coughing with a persistent metallic taste.,symptom,0
2094,"I've been feeling fatigued and drained, even after a full night's sleep.",symptom,0
2095,I shared a tip with my coworker on how to stay motivated during a busy workday.,None,1
2096,"My balance has become unsteady, and I've had a few falls recently.",symptom,0
2097,"I clarified the rules of chess to a beginner, highlighting the unique moves of each piece.",None,1
2098,"I explained the principles of effective marketing to a startup founder, developing a marketing plan.",None,1
2099,Any controversial calls by the referee?,None,1
2100,I shared a tip with my neighbor on how to train a new puppy.,None,1
2101,"I've been feeling a sharp, stabbing pain in my chest, especially when I take a deep breath, and it's been recurring.",symptom,0
2102,"The taste of fresh, tropical fruit on a sun-soaked beach is a refreshing delight.",None,1
2103,"I asked a local for directions, and they kindly pointed me to the nearest subway station.",None,1
2104,"I've been dealing with chronic gas and bloating, and it's uncomfortable.",symptom,0
2105,I find solace in the gentle sound of rain tapping on my windowpane.,None,1
2106,What's the match commentary saying?,None,1
2107,I've noticed a sudden change in the size and shape of my pupil.,symptom,0
2108,I talked about the joys and challenges of starting a small business.,None,1
2109,I gave recommendations for exploring nature trails and hiking routes.,None,1
2110,I savor every bite when I indulge in a decadent chocolate dessert.,None,1
2111,I've had frequent respiratory infections due to mold exposure.,symptom,0
2112,"I expounded on the history of space exploration, detailing significant missions and discoveries.",None,1
2113,I shared a tip with my coworker on how to improve their time management.,None,1
2114,"I instructed a group of aspiring musicians on music theory basics, including notation and scales.",None,1
2115,"I've had a history of teeth grinding (bruxism), and I'm concerned about its impact on my teeth.",symptom,0
2116,Any red cards in this match?,None,1
2117,I cherish the love notes they leave for me.,None,1
2118,I believe that good food should be shared with loved ones.,None,1
2119,I had a great time at the science museum.,None,1
2120,I've had recurring episodes of throat tightness and difficulty swallowing saliva.,symptom,0
2121,"I've noticed changes in my perception of time and reality, and it's affecting my sense of self.",symptom,0
2122,"I've had a history of prostate surgery, and I'm concerned about potential complications.",symptom,0
2123,I've got a dental concern.,symptom,0
2124,Fuel-efficient vehicles help save money on gas while reducing emissions.,None,1
2125,"I've had a persistent pain in my legs, particularly in the calves.",symptom,0
2126,I've been experiencing frequent asthma exacerbations due to allergens.,symptom,0
2127,Car dealerships offer a wide range of financing options for buyers.,None,1
2128,"I guided my neighbor through the process of adopting a pet, including pet care and training.",None,1
2129,"I've had a history of nasal polyps, and I'm concerned about their return.",symptom,0
2130,I've had recurring episodes of throat tightness and difficulty swallowing saliva.,symptom,0
2131,"I've had surgery, and I'm looking for post-operative rehabilitation.",symptom,0
2132,"I discussed the principles of conflict resolution with a group of coworkers, promoting a harmonious workplace.",None,1
2133,"I've been experiencing persistent heartburn, and it's not improving with antacids.",symptom,0
2134,"I've had occasional episodes of vomiting bile, and it's distressing.",symptom,0
2135,"I called a clown college for information on clowning workshops, and it led to a day of clowning around.",None,1
2136,Is there a live broadcast of the match?,None,1
2137,"I outlined steps to create a captivating blog post for a budding blogger, focusing on engaging content.",None,1
2138,"My skin feels oily, and I'm getting frequent whiteheads on my chin.",symptom,0
2139,"I've had persistent diarrhea for several days, and it's affecting my daily routine.",symptom,0
2140,"Exploring the ancient ruins of Angkor Wat, where intricate carvings and towering temples tell a story of history.",None,1
2141,I've noticed chest discomfort at night.,symptom,0
2142,I've noticed that my skin is more prone to redness after eating spicy foods.,symptom,0
2143,"I've been having pain and pressure in my lower back, and it's getting increasingly uncomfortable.",symptom,0
2144,"The feeling of soft, powdery snow under your skis is exhilarating.",None,1
2145,"I've been dealing with persistent muscle cramps, and they're painful.",symptom,0
2146,"I've been feeling emotionally numb and detached from my surroundings, and it's distressing.",symptom,0
2147,I've been experiencing consistent pain in my abdomen on the left side.,symptom,0
2148,"I attended a vibrant Day of the Dead celebration in Mexico, with colorful sugar skulls.",None,1
2149,I talked about my experience of attending a science exhibit and learning fascinating facts.,None,1
2150,"I've noticed changes in the appearance of my lips or cheeks, and it's unusual.",symptom,0
2151,Car shows are a great way to see the latest models and innovations.,None,1
2152,"I've had a recent finger injury, and I'm seeking physical therapy.",symptom,0
2153,I've noticed that my child's allergies affect their school attendance.,symptom,0
2154,"I provided tips on effective social media marketing to a small business owner, expanding their online presence.",None,1
2155,I've been experiencing severe nasal congestion during allergy season.,symptom,0
2156,I've noticed a sudden onset of eye pain and decreased vision.,symptom,0
2157,"I've had a history of ear surgery, and I'm concerned about post-operative issues.",symptom,0
2158,"I have a persistent pain in my side, and it's been there for a while.",symptom,0
2159,I've been experiencing persistent abdominal pain that radiates to my back.,symptom,0
2160,"I've been experiencing weakness and fatigue in my arms, and it's affecting my ability to lift things.",symptom,0
2161,"I've had a workplace injury, and I need help with recovery and prevention.",symptom,0
2162,"I yearn for the serenity of a mountainside retreat, where the rustling leaves and chirping birds compose a symphony of nature.",None,1
2163,"I've been experiencing discomfort and pressure in my lower abdomen, especially after urination.",symptom,0
2164,I love the burst of flavor that comes with biting into a ripe tomato.,None,1
2165,"I've had a recent knee dislocation, and I'm seeking physical therapy.",symptom,0
2166,I've noticed that my nails are becoming brittle and prone to splitting.,symptom,0
2167,I had a good night's sleep.,None,1
2168,Which team is in top form?,None,1
2169,"I've had a history of eye pain, and it's becoming more frequent.",symptom,0
2170,They're the person I want to share my dreams with.,None,1
2171,I talked about my experience of volunteering at a local food bank and helping others.,None,1
2172,I believe that good food has the power to bring people together.,None,1
2173,"My muscles have become stiff and rigid, and it's causing discomfort.",symptom,0
2174,They're my partner in all adventures.,None,1
2175,"My skin has become unusually thick and hardened, particularly on my fingers and toes.",symptom,0
2176,"I've been feeling more fatigued than usual, and even a short walk leaves me breathless.",symptom,0
2177,"I outlined the steps to plan an eco-friendly wedding to a couple, including sustainable decor and catering.",None,1
2178,I shared my experience of participating in a community clean-up event.,None,1
2179,"I've noticed that my fingers are becoming deformed, and I'm concerned about rheumatoid arthritis.",symptom,0
2180,"I've had recurring respiratory infections, and it's affecting my daily life.",symptom,0
2181,I'm interested in global efforts to address cybersecurity threats. Any updates on that?,None,1
2182,"My son has been having difficulty with speech and language development, and it's affecting his communication.",symptom,0
2183,"I've been feeling anxious, restless, and having trouble sleeping at night. My mind feels racing with worries, and it's affecting my daily life and productivity.",symptom,0
2184,I'd like to stay informed about international developments in the field of renewable energy.,None,1
2185,I recounted my experience of taking a spontaneous road trip with no set destination.,None,1
2186,"I've been experiencing blurred vision, especially when reading.",symptom,0
2187,"I've had episodes of disorientation, where I can't recognize familiar places.",symptom,0
2188,I find watching sunsets to be incredibly peaceful.,None,1
2189,I've had a sudden increase in appetite and unexplained weight loss.,symptom,0
2190,"I've noticed changes in the color of my teeth, and I'm interested in teeth whitening.",symptom,0
2191,"My skin is sensitive to fragrances, and they often cause itching.",symptom,0
2192,"I instructed a group of students on the fundamentals of computer programming, including coding languages.",None,1
2193,"I'm captivated by the vibrant colors and intricate patterns of Indian sarees, each one a masterpiece.",None,1
2194,I've had persistent coughing and wheezing related to pet allergies.,symptom,0
2195,I talked about the wonders of space exploration and the mysteries of the universe.,None,1
2196,"I've been noticing blood in my stool, and it's causing me significant anxiety.",symptom,0
2197,I'm looking forward to a day of shopping.,None,1
2198,I suggested a local cafe to a tourist looking for a great place to eat.,None,1
2199,I've got a dental problem.,symptom,0
2200,"I suggested a scenic drive to my family, and we enjoyed breathtaking views.",None,1
2201,"I've had a history of severe reactions to medication, and I need safer alternatives.",symptom,0
2202,Is there any news regarding international collaborations in scientific research?,None,1
2203,"My child has been experiencing frequent sore throats and difficulty swallowing, and I'm worried.",symptom,0
2204,"I've had a history of mold allergies, and I need effective treatment.",symptom,0
2205,"I've noticed a recurring sensation of pressure and tightness in my chest, often accompanied by a feeling of breathlessness, and it's been affecting my daily life.",symptom,0
2206,"I've noticed blood in my stool, and it's alarming.",symptom,0
2207,"I've been getting chest pains that seem to move from one side to the other, and it's unpredictable.",symptom,0
2208,What's the team's jersey color?,None,1
2209,Car commercials often highlight the speed and performance of vehicles.,None,1
2210,I've got a loose tooth.,symptom,0
2211,I recommended a helpful study technique to a student preparing for exams.,None,1
2212,I've been feeling more anxious and worried about my heart health.,symptom,0
2213,Vintage car restoration requires attention to detail and craftsmanship.,None,1
2214,"I embarked on a sailing expedition, feeling the sea breeze and watching dolphins play.",None,1
2215,I've been experiencing chest pain that's aggravated by deep breaths.,symptom,0
2216,Tell me about the sports analysis.,None,1
2217,I've been experiencing a burning sensation in my eyes.,symptom,0
2218,I've been feeling more forgetful and experiencing memory lapses.,symptom,0
2219,"I provided insights into the world of sustainable architecture to an aspiring architect, discussing green building designs.",None,1
2220,"I instructed a group of aspiring musicians on music production techniques, covering recording and editing.",None,1
2221,"Pain in my ankles, especially when walking, has been bothersome.",symptom,0
2222,"I've been experiencing persistent oral ulcers, and they're painful.",symptom,0
2223,I explored a vibrant farmers' market over the weekend. The fresh produce and artisanal goods were delightful.,None,1
2224,"I've been having difficulty concentrating, and my mind often races with thoughts of my heart.",symptom,0
2225,"I've been dealing with a persistent fever and chills, along with breathing difficulties.",symptom,0
2226,I asked a fellow parent for tips on managing a busy family schedule.,None,1
2227,"I shared my favorite pun-filled book with a friend, and they had puns for every occasion.",None,1
2228,They make my heart race.,None,1
2229,"I spent a day at a serene lakeside retreat, practicing yoga and meditation by the water.",None,1
2230,The pain in my lower back on the right side has been persistent and radiates down my leg.,symptom,0
2231,How's the crowd reacting to the game?,None,1
2232,"I shared insights into the art of photography with a photography enthusiast, exploring composition.",None,1
2233,I've had persistent chest discomfort that radiates to my back.,symptom,0
2234,"I've had trouble with persistent high blood pressure, and I'm worried about its impact on my kidneys.",symptom,0
2235,"I elucidated the concept of sustainable fashion to a fashion enthusiast, promoting ethical clothing choices.",None,1
2236,I'm eagerly anticipating the upcoming art exhibition at the local gallery.,None,1
2237,"I've been feeling extremely fatigued, and it's impacting my ability to perform daily tasks.",symptom,0
2238,Are there any rain delays?,None,1
2239,"I advised my coworker on planning a low-budget vacation, suggesting economical destinations.",None,1
2240,"I've had episodes of intense, shooting pain in my arms.",symptom,0
2241,I prefer cars with good fuel efficiency to reduce my carbon footprint.,None,1
2242,I've got a dental appointment.,symptom,0
2243,"I explained the principles of sustainable transportation options to a commuter, discussing public transit and carpooling.",None,1
2244,I've had a burning throat after meals.,symptom,0
2245,"I've had these itchy, red patches on my back, and they're persistent.",symptom,0
2246,I've got a cavity that needs filling.,symptom,0
2247,I'm excited about my upcoming road trip.,None,1
2248,Sailing on a catamaran and feeling the sea breeze is rejuvenating.,None,1
2249,"Marveling at the intricate details of a historic cathedral, where stained glass windows tell biblical stories.",None,1
2250,Car manufacturers are focusing on creating more sustainable materials.,None,1
2251,"I attended a lively Mardi Gras parade, catching colorful beads and enjoying the festivities.",None,1
2252,I've been experiencing a gradual loss of color perception.,symptom,0
2253,Imagine a world where parallel universes collide; that's the concept of this mind-bending movie.,None,1
2254,Is there any news on international initiatives to promote wildlife conservation?,None,1
2255,I've been experiencing muscle weakness in my lower body.,symptom,0
2256,Car enthusiasts often gather at car shows to admire and discuss automobiles.,None,1
2257,"I've been experiencing persistent canker sores, and they're painful.",symptom,0
2258,I've been experiencing changes in my body odor or excessive sweating.,symptom,0
2259,I've noticed that my child has skin flare-ups after playing outside.,symptom,0
2260,"I've been having trouble maintaining a healthy weight, despite diet and exercise.",symptom,0
2261,I had a relaxing spa day.,None,1
2262,There's nothing quite like the feeling of the warm sun on your skin.,None,1
2263,"I introduced my colleagues to the art of storytelling during a team-building workshop, sparking creativity.",None,1
2264,"I introduced my teammates to the world of artificial intelligence, explaining machine learning concepts.",None,1
2265,They're the love of my life.,None,1
2266,I described the breathtaking sunset I witnessed during my beach vacation.,None,1
2267,"I've had trouble with persistent swelling in my face and hands, and it's causing me discomfort.",symptom,0
2268,I've been experiencing persistent ear drainage with a foul odor.,symptom,0
2269,"I explained the principles of effective classroom technology integration to a teacher, enhancing student engagement.",None,1
2270,"I attended a vibrant Brazilian samba festival, with colorful costumes and lively music.",None,1
2271,"I've had a history of corneal abrasions, and I need treatment.",symptom,0
2272,"I called a comedian hotline for some quick humor, and they delivered the laughs.",None,1
2273,"I've noticed changes in my ability to smell, and I've lost the sense of certain odors.",symptom,0
2274,"I've had a previous penile surgery, and I'm concerned about potential complications.",symptom,0
2275,I called a comedy club to reserve seats for a night of stand-up comedy with my pals.,None,1
2276,Who's the team's kit supplier?,None,1
2277,I've had persistent sinus headaches due to allergic rhinitis.,symptom,0
2278,I can't stop counting things.,symptom,0
2279,I suggested a picnic in the park to a family looking for outdoor fun.,None,1
2280,"I have a persistent pain in my chest, and it's accompanied by pressure.",symptom,0
2281,"Sipping a glass of fine red wine in a picturesque vineyard, with rows of grapevines stretching to the horizon.",None,1
2282,"My son has been complaining of frequent headaches, and I'm not sure what's triggering them.",symptom,0
2283,"I've noticed changes in the frequency and urgency of my urination, and it's concerning.",symptom,0
2284,"I've noticed that my fingers are becoming stiff, and it's difficult to make fine movements.",symptom,0
2285,"I guided my teammate through the process of setting up a personal fitness challenge, reaching fitness milestones.",None,1
2286,I recounted my experience of adopting a rescue dog and the joy it brought to my life.,None,1
2287,"I've been experiencing persistent constipation, and it's affecting my daily life.",symptom,0
2288,"I've had trouble with persistent urinary hesitancy, and it's causing me distress.",symptom,0
2289,What's the team's recent transfer news?,None,1
2290,Tell me about the big game.,None,1
2291,I've been dealing with chest pain that's relieved when I take shallow breaths.,symptom,0
2292,"Persistent pain in my shins, particularly during physical activity, is concerning.",symptom,0
2293,I called a local bakery to order a customized cake for a special celebration.,None,1
2294,"I've noticed changes in the frequency and urgency of my urination, and it's concerning.",symptom,0
2295,I've been experiencing chest pressure.,symptom,0
2296,"I instructed a group of aspiring entrepreneurs on business plan development, focusing on market analysis.",None,1
2297,"I explained the principles of energy conservation to a homeowner, sharing energy-saving tips.",None,1
2298,I've got a blister on my lip.,symptom,0
2299,"My concentration has declined, and I'm having trouble focusing on tasks.",symptom,0
2300,"I've had a history of ear tube placement, and I'm concerned about complications.",symptom,0
2301,"I clarified the procedures for conducting a job interview to a job seeker, offering valuable tips.",None,1
2302,"I clarified the procedures for effective conflict resolution to a team, fostering a harmonious work environment.",None,1
2303,"I've noticed changes in my hearing, and some sounds are uncomfortably loud.",symptom,0
2304,"I'm eager to explore the bustling markets of Bangkok, where street food vendors offer a tantalizing array of flavors and aromas.",None,1
2305,"My son has been experiencing frequent chest pain, and I'm concerned about his heart health.",symptom,0
2306,"I've had episodes of visual disturbances, like seeing flashing lights.",symptom,0
2307,"I've been getting frequent nosebleeds, and it's concerning.",symptom,0
2308,"I've been experiencing changes in my voice, with hoarseness and difficulty speaking clearly.",symptom,0
2309,"There are times when I feel like there's a lump or obstruction in my throat, making it hard to swallow.",symptom,0
2310,"I suggested a new recipe to my neighbor, and we decided to cook it together.",None,1
2311,I recommended a new podcast series to a friend who enjoys storytelling.,None,1
2312,"I've had a history of sexually transmitted infections, and I'm concerned about long-term effects.",symptom,0
2313,I want to stay updated on international efforts to address climate change and sustainability.,None,1
2314,"I've had a previous tooth restoration, and I'm concerned about its durability.",symptom,0
2315,"I visited a serene Zen garden, finding tranquility amidst carefully raked gravel.",None,1
2316,"Persistent pain in my side has been bothering me, and it's not related to physical activity.",symptom,0
2317,I love the way they make my heart sing.,None,1
2318,My chest pain worsens with deep breaths.,symptom,0
2319,"I've been experiencing pain in my shoulder, especially when I move it.",symptom,0
2320,"I've had trouble with food getting stuck between my teeth, and it's bothersome.",symptom,0
2321,There's nothing quite like the feeling of the warm sun on your skin.,None,1
2322,Who's the team's goalkeeping coach?,None,1
2323,Trying regional dishes while traveling is a culinary journey.,None,1
2324,"I spent the day exploring a bustling fish market, trying fresh seafood dishes along the way.",None,1
2325,Car technology is evolving with the integration of artificial intelligence.,None,1
2326,"I've had a history of nasal polyps, and I'm concerned about their return.",symptom,0
2327,I find inspiration in the pages of classic literature.,None,1
2328,"I've been feeling a metallic taste in my mouth, and it's unusual.",symptom,0
2329,I've been experiencing asthma attacks triggered by indoor allergens.,symptom,0
2330,Vintage car collectors often seek out rare and discontinued models.,None,1
2331,I explained how to make a delicious dessert to a friend who enjoys baking.,None,1
2332,"My son has been having behavioral outbursts that are difficult to manage, and it's affecting our family life.",symptom,0
2333,Flying in a hot air balloon and seeing the world from above is surreal.,None,1
2334,I visited a historic battlefield and learned about the events that shaped our history.,None,1
2335,Self-driving cars are a fascinating development in modern technology.,None,1
2336,Eating a bowl of pho is like a warm hug for the soul.,None,1
2337,"I have a persistent pain in my joints, and it's affecting my mobility.",symptom,0
2338,I enjoy volunteering in my community.,None,1
2339,"I've had a history of high blood pressure, and I'm concerned about its impact on my kidneys.",symptom,0
2340,"I attended a traditional Greek feast, with a delicious spread of Mediterranean cuisine.",None,1
2341,"I've noticed changes in the color and texture of my throat, with redness and swelling.",symptom,0
2342,I've been experiencing frequent asthma symptoms triggered by pollen.,symptom,0
2343,"Strolling through an art gallery filled with masterpieces, each stroke of paint revealing the artist's soul.",None,1
2344,"I've been experiencing discomfort in my upper abdomen, especially after eating.",symptom,0
2345,"I've noticed changes in my voice, with a hoarse or strained quality.",symptom,0
2346,"I guided my coworker through the process of creating a professional LinkedIn profile, optimizing their online presence.",None,1
2347,"I've had these dark circles under my eyes, and they make me look tired.",symptom,0
2348,"I've had a sudden increase in thirst and frequent urination, which is interfering with my daily life.",symptom,0
2349,"I've noticed hair loss, and it's causing concern.",symptom,0
2350,"I guided my teammate through the process of organizing a charity fundraiser, covering event planning.",None,1
2351,I'm excited about my upcoming beach vacation.,None,1
2352,I called a cab company to schedule a ride to the airport for my upcoming trip.,None,1
2353,"I've noticed that my stools are black and tarry, which is concerning.",symptom,0
2354,"I recommended a new workout routine to my workout buddy, and we both felt more energized.",None,1
2355,Who's the team's fitness trainer?,None,1
2356,"I've noticed changes in my body temperature regulation, such as feeling too hot or too cold.",symptom,0
2357,"I introduced my teammates to the world of renewable energy sources, explaining solar, wind, and hydro power.",None,1
2358,"I've been experiencing pain and discomfort in my hips, and it's affecting my ability to walk.",symptom,0
2359,"I've had a previous kidney transplant, and I'm worried about its long-term success and potential complications.",symptom,0
2360,"I've been experiencing changes in my bowel habits, including diarrhea and frequent urgency.",symptom,0
2361,I've had a foreign body sensation in my eye for a few days.,symptom,0
2362,I gave advice on effective financial planning and saving strategies.,None,1
2363,"Hair loss has become noticeable, and it's impacting my self-esteem.",symptom,0
2364,"My ankles and feet have been swelling, and it's not improving with elevation or rest.",symptom,0
2365,"I've been dealing with persistent muscle weakness in my hands, and it's affecting my grip.",symptom,0
2366,"I provided tips on effective presentation skills to a student, improving their public speaking abilities.",None,1
2367,"My son has been experiencing frequent muscle aches and fatigue, and it's affecting his energy levels.",symptom,0
2368,"I've been experiencing persistent diarrhea, and it's affecting my bowel movements.",symptom,0
2369,"My mood has become increasingly irritable, and I've been lashing out at loved ones.",symptom,0
2370,What's the match broadcast channel?,None,1
2371,I saw a gripping mystery movie with unexpected twists and turns.,None,1
2372,"I've had a history of corneal ulcers, and I need treatment.",symptom,0
2373,I appreciate cars with advanced safety features like lane-keeping assist.,None,1
2374,Let me describe this visually stunning fantasy series set in a mythical realm.,None,1
2375,"I've been having chest pains, and they seem to come and go.",symptom,0
2376,Frequent nighttime nasal congestion has been affecting my sleep quality.,symptom,0
2377,I've been dealing with persistent snoring and restless sleep.,symptom,0
2378,"I've been experiencing pain and discomfort in my pelvic area, especially during intercourse.",symptom,0
2379,"I've been dealing with wheezing that's more pronounced when I'm indoors, especially at night.",symptom,0
2380,Let me describe this heart-pounding action-thriller set in the world of espionage.,None,1
2381,"I shared my favorite fishing spots with a fellow angler, and they caught their first big fish.",None,1
2382,"I've been feeling a tingling sensation in my lips or tongue, and it's unusual.",symptom,0
2383,"I've been experiencing abdominal pain and discomfort, especially after eating.",symptom,0
2384,"I find myself sweating excessively, even in cool weather, and it's not related to physical activity.",symptom,0
2385,"I clarified the techniques for effective conflict resolution to a team leader, reducing workplace tensions.",None,1
2386,"I've noticed a strange metallic taste in my mouth, and it's persistent.",symptom,0
2387,I can't wait to see what our future holds.,None,1
2388,"Sitting by the campfire, roasting marshmallows, and sharing stories is pure bliss.",None,1
2389,I've got a dental emergency.,symptom,0
2390,"I asked a fellow movie buff for recommendations on the funniest films, and I had movie nights full of belly laughs.",None,1
2391,Relaxing in a natural hot spring and letting go of stress is therapeutic.,None,1
2392,"I've had a history of exposure to environmental pollutants, and I'm concerned.",symptom,0
2393,"Lately, I've been having difficulty swallowing food, and I feel a lump in my throat. My voice has also become hoarse, and I'm worried about my throat health.",symptom,0
2394,I was riveted by this intense crime drama with a complex plot.,None,1
2395,I chatted about my fitness goals and workout routines.,None,1
2396,"I'm captivated by the vibrant colors and intricate patterns of Moroccan rugs, each one a work of art.",None,1
2397,I've been experiencing fatigue and brain fog due to food sensitivities.,symptom,0
2398,"I described the process of launching a successful podcast to a content creator, including recording and editing tips.",None,1
2399,I recently saw a thrilling heist movie that's full of unexpected twists and turns.,None,1
2400,"My neck has been stiff and painful, and I have limited range of motion.",symptom,0
2401,I caught this gripping political drama that delves into the complexities of power.,None,1
2402,I was captivated by this visually stunning science fiction movie with breathtaking special effects.,None,1
2403,I was completely engrossed in this gripping crime series with complex characters.,None,1
2404,"I described the fundamentals of effective storytelling to a budding writer, including plot development.",None,1
2405,"I've been experiencing persistent back pain, and it radiates down my legs.",symptom,0
2406,"I've noticed changes in the size and shape of my penis, and it's causing me distress.",symptom,0
2407,"I introduced my teammates to the world of online collaboration tools, enhancing productivity.",None,1
2408,"I've had difficulty swallowing, and it often feels like food is getting stuck.",symptom,0
2409,"I've been experiencing severe abdominal pain, and I'm worried about the underlying cause.",symptom,0
2410,"I've had these red, itchy patches on my neck, and they're spreading.",symptom,0
2411,I caught a thrilling adventure movie that's full of excitement.,None,1
2412,What's the match duration?,None,1
2413,"I've had a previous dental filling, and I'm concerned about its longevity.",symptom,0
2414,"My child has been experiencing persistent constipation, and it's affecting their daily life.",symptom,0
2415,The feeling of soft sand between my toes while walking along the pristine beaches of the Maldives is a simple pleasure that brings immense joy.,None,1
2416,"I've had a persistent, heavy cough.",symptom,0
2417,"There's a persistent, dull ache in my chest that's been going on for several days, and it's not subsiding.",symptom,0
2418,"I explored a historic medieval castle, imagining the knights and royalty of the past.",None,1
2419,"I attended a traditional tea ceremony, sipping matcha in a tranquil Japanese garden.",None,1
2420,"I've been experiencing pain in my left arm, and it sometimes radiates up into my jaw. Could this be related to my heart?",symptom,0
2421,"I've been struggling to get a good night's sleep, and I'm constantly waking up in the middle of the night.",symptom,0
2422,Imagine a world where the laws of physics are bent; that's the concept of this mind-bending movie.,None,1
2423,"I walked my neighbor through the steps of setting up a smart home system, from installing devices to syncing them.",None,1
2424,I've been dealing with a cough that's worse when I lie down.,symptom,0
2425,"My sleep has been disrupted by recurring nightmares, and they often involve heart-related scenarios.",symptom,0
2426,I watched an eye-opening wildlife documentary that showcases the wonders of nature.,None,1
2427,I love the sound of sizzling when I stir-fry vegetables in a wok.,None,1
2428,"I've been experiencing frequent urination, especially at night, and an unquenchable thirst. I'm also feeling tired and have lost some weight without any significant changes in my diet.",symptom,0
2429,I'm always irritable.,symptom,0
2430,"I explained the principles of energy-efficient home upgrades to a homeowner, discussing insulation and appliance choices.",None,1
2431,Picnics in the park with sandwiches and fruit are a simple joy.,None,1
2432,"I advised my friend on planning a memorable hiking trip, covering trail choices and safety measures.",None,1
2433,I find stargazing to be a mesmerizing activity.,None,1
2434,"I've been dealing with persistent acne breakouts, and it's affecting my self-esteem.",symptom,0
2435,I suggested a new workout routine to a fitness enthusiast.,None,1
2436,I enjoy the ritual of making a perfect cup of espresso.,None,1
2437,What's the match venue like?,None,1
2438,The feeling of soft sand beneath my feet as I walk along a sun-kissed beach is a simple pleasure that brings joy.,None,1
2439,I recently saw a spine-tingling thriller that will keep you guessing until the very end.,None,1
2440,I offered advice on planning a hiking trip to a nature enthusiast.,None,1
2441,"My sense of taste and smell have diminished, and I'm not enjoying food as I used to.",symptom,0
2442,"My neck has been cracking, and I'm concerned about the sounds and discomfort.",symptom,0
2443,Who's the team's official merchandise supplier?,None,1
2444,"I explored a historic castle, and the tour guide shared fascinating stories about its past.",None,1
2445,I explained the process of making homemade pasta to a friend interested in cooking.,None,1
2446,"I've been getting frequent twitches in my eyes, especially the left one.",symptom,0
2447,"Persistent pain in my lower back, with difficulty bending, is affecting my daily life.",symptom,0
2448,"I described the process of photosynthesis to my friend, breaking it down step by step.",None,1
2449,I suggested a nearby beach for a day of relaxation to a group of friends.,None,1
2450,"My skin has become more prone to bruising, even with minor bumps.",symptom,0
2451,"I suggested a new hairstyle to my friend, and they received compliments on their fresh look.",None,1
2452,I've had persistent acne scars that I can't seem to get rid of.,symptom,0
2453,"I went on a ghost tour of a historic town, hearing spine-tingling tales of the supernatural.",None,1
2454,"I've had these small, itchy blisters on my toes, and they're recurring.",symptom,0
2455,"I've had these strange, circular patches of dry skin that won't go away.",symptom,0
2456,"I'm captivated by the vibrant and rhythmic beats of a Brazilian samba carnival, where dance and music blend into an intoxicating celebration.",None,1
2457,"I'm eager to explore the bustling markets of Marrakech, where vibrant textiles and spices create a sensory feast.",None,1
2458,"I've been experiencing persistent obsessions with cleanliness and germs, and it's affecting my daily life.",symptom,0
2459,"I discovered a lump in my breast, and it's causing significant anxiety.",symptom,0
2460,I watched a mesmerizing firework display on New Year's Eve. The sky was a canvas of colors.,None,1
2461,I'm curious about global advancements in the field of artificial intelligence. Any updates?,None,1
2462,"I called a clown for a birthday party, and they had everyone roaring with laughter.",None,1
2463,I've got a canker sore.,symptom,0
2464,There's an enchanting fantasy film that transports you to a magical world.,None,1
2465,"I've been experiencing changes in my bowel habits, including diarrhea and constipation.",symptom,0
2466,"My memory has been declining, and I'm having trouble recalling recent events.",symptom,0
2467,"Sailing on crystal-clear waters in the Mediterranean, with the sea breeze in your hair and the horizon as your guide.",None,1
2468,Who's the team's captain?,None,1
2469,"I've been running a fever and experiencing chills, and it's been quite unsettling.",symptom,0
2470,"I've had a foot injury, and I'm concerned about long-term mobility.",symptom,0
2471,I shared my favorite recipe for chocolate chip cookies with a friend who loves baking.,None,1
2472,What's the match schedule for the week?,None,1
2473,My chest pain happens during exertion.,symptom,0
2474,"I discussed the principles of sustainable architecture with a homeowner, exploring green building options.",None,1
